symbol,1h_EMA21_SLOPE_BPS,1h_SMA40_SLOPE_BPS,1h_SMA50_SLOPE_BPS,1h_SMA150_SLOPE_BPS,4h_EMA21_SLOPE_BPS,4h_SMA40_SLOPE_BPS,4h_SMA50_SLOPE_BPS,4h_SMA150_SLOPE_BPS,1d_EMA21_SLOPE_BPS,1d_SMA40_SLOPE_BPS,1d_SMA50_SLOPE_BPS,1d_SMA150_SLOPE_BPS,1h_ma21_dir,1h_ma40_dir,1h_ma50_dir,1h_ma150_dir,4h_ma21_dir,4h_ma40_dir,4h_ma50_dir,4h_ma150_dir,1d_ma21_dir,1d_ma40_dir,1d_ma50_dir,1d_ma150_dir
COWUSDT,-992.0817712718135,-794.3004291845489,-751.4023232189397,-5.421074856484846,-182.71241387707872,45.422254752114654,-141.59641356754085,-869.7867435968622,-1003.2304618444874,-305.31044227026825,76.75828079211412,-541.6223256404957,↓,↓,↓,→,↓,↑,↓,↓,↓,↓,↑,↓
CRVUSDT,-1330.4814084092702,-1256.1806082854514,-1151.2002218390944,-142.4250536001528,-352.9054427994149,-24.458321056648593,-262.71301808101214,-1069.6746690700857,1511.907814927357,1672.9976731798956,2113.710129344063,2226.6147975121953,↓,↓,↓,↓,↓,→,↓,↓,↑,↑,↑,↑
CTKUSDT,-677.3636230915256,-560.3383713382942,-565.2509652509623,101.6694530313544,-22.31880704220538,108.06169878911646,-6.522543909648077,-149.91634307567563,435.645579830223,-484.072388612552,-619.582304064675,-2170.1877989659183,↓,↓,↓,↑,→,↑,→,↓,↑,↓,↓,↓
CTSIUSDT,-22.920316371943784,129.3872245231115,167.991636885227,374.0968163547115,640.7740950186959,684.7138817399044,602.5814006771725,49.42450343950503,2275.4530028298987,1465.0772689960395,1143.0301981483087,-1726.4442445339707,→,↑,↑,↑,↑,↑,↑,↑,↑,↑,↑,↓
CUSDT,630.5647178104936,996.3491392852101,1173.394033118452,293.14499839803756,1546.7413042601233,1903.7265205049202,1869.8760539301386,-33.899498991821005,24942.33033734554,23652.58731029439,26174.569616430075,12620.696607691918,↑,↑,↑,↑,↑,↑,↑,↓,↑,↑,↑,↑
CVCUSDT,-341.1713944100942,-247.17746355365634,-244.09535318026894,-14.405515254410286,-85.42519696188769,-22.04464039680416,-80.69630633979952,-403.6789558341065,-2750.93330741212,-2643.4740978635978,-2455.880196196654,-1200.9521875493572,↓,↓,↓,→,↓,→,↓,↓,↓,↓,↓,↓
CVXUSDT,-1103.531180527611,-1016.8390347387957,-918.4642372417667,-51.15853579334839,-312.54151754482075,-113.64187564529733,-426.7738308505907,-1215.4342933559471,2439.1406307371467,2320.1102550049986,2897.53418161701,2627.692992653786,↓,↓,↓,↓,↓,↓,↓,↓,↑,↑,↑,↑
CYBERUSDT,-603.2130078084747,-563.7390331666693,-534.6596881332429,-67.54015678965028,-940.3388497192205,-869.7296752067771,-1026.0676650027744,-1529.5437433666057,4889.893389658963,5437.507056565426,4851.901539018105,-157.4921630094046,↓,↓,↓,↓,↓,↓,↓,↓,↑,↑,↑,↓
DASHUSDT,-665.3532302533353,-544.198533921909,-546.5089081919892,-257.5904609231341,118.30907689613619,478.83451851370876,550.1896158218569,430.8802384863827,681.1251614690871,154.69061876247528,13.699227782383588,-1151.7584067597124,↓,↓,↓,↓,↑,↑,↑,↑,↑,↑,→,↓
DATAUSDT,-653.4137164131378,-525.2000798783399,-511.33557245875795,-55.50261631308706,-578.2216724800436,-482.66862653927467,-489.30433219485724,-323.91545625633313,671.515773388903,-22.17636369236536,-310.80575244213105,-2465.4356326354987,↓,↓,↓,↓,↓,↓,↓,↓,↑,→,↓,↓
DCRUSDT,-186.410900510397,-175.31505362146729,-197.54247751190667,-67.95217742412123,326.6265925553383,290.593582151219,260.5581474668981,-251.45636780887958,1147.270946786808,1526.0212551126908,1656.9230555594118,2011.1239718520487,↓,↓,↓,↓,↑,↑,↑,↓,↑,↑,↑,↑
DEGOUSDT,-719.6208845029911,-611.5919841410059,-584.6149002817621,-218.6972521308822,-548.4738117510476,-313.94940951787083,-352.8495795702276,55.1800906416488,-3281.323158653678,-3546.92540064513,-3732.6353525889117,-2374.4660874389624,↓,↓,↓,↓,↓,↓,↓,↑,↓,↓,↓,↓
DENTUSDT,-695.47164149847,-519.9423354156662,-505.6150834535318,-10.746112178928676,-209.20066906185332,-41.51683556717894,-143.0752115081099,-462.741089531982,-12.442899888150853,-441.1087577124955,-513.1812796208524,-1280.3997951361018,↓,↓,↓,→,↓,↓,↓,↓,→,↓,↓,↓
DEXEUSDT,161.85447390800897,91.16776445460746,69.97141446726523,-20.51727180377409,-628.0631278347075,-597.3452818111386,-501.09644642394863,-399.9457761106312,-3778.3907669160485,-4276.577334786611,-4296.242305187792,-4166.032814036541,↑,↑,↑,→,↓,↓,↓,↓,↓,↓,↓,↓
DFUSDT,-580.7664581583241,-458.2665347750467,-448.3484245087082,73.12708345517436,176.83159519530392,320.56701865476833,140.71354288261023,-460.1673913635475,-3857.0183542136306,-4163.681356931253,-4325.944953550125,-4381.281649875437,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
DGBUSDT,-580.0013225542335,-524.3044497843163,-544.1026591309194,-95.07042253521065,-283.91691092664007,-184.91059747056192,-220.82237297521755,-448.17463304478747,-1034.039905462393,-1171.7635066258931,-1261.0399366536053,-657.2956540534533,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓
DIAUSDT,-693.2167940807601,-530.7511980443359,-520.9675993043385,-243.5730576737845,-15.72178735853284,-16.304292096348178,187.78652221691948,-297.32133081604275,6986.06614503967,5733.227218463989,5605.918774268026,2210.44937644839,↓,↓,↓,↓,→,→,↑,↓,↑,↑,↑,↑
DODOUSDT,-814.5645805524481,-627.3898168645593,-574.9736436623168,156.51663076621742,349.3144363830494,618.6813186813183,515.8418434145075,106.21248324494287,80.97589270680376,-749.0992794235381,-847.1024421697427,-3669.702713948866,↓,↓,↓,↑,↑,↑,↑,↑,↑,↓,↓,↓
DOGEUSDT,-574.3573031132745,-199.4314811788328,-40.62566965902302,975.6502576700873,2392.7647570770605,2462.1776857268205,2055.9653990385186,423.23176007831336,2507.449261615268,1302.7596862458506,1392.6730375916463,-648.0752021861616,↓,↓,↓,↑,↑,↑,↑,↑,↑,↑,↑,↓
DOGSUSDT,-571.7751828663775,-502.271184670809,-503.90466743967517,-8.68166744943971,212.91896283163817,150.6111231648219,-29.841838257238525,-173.2619203631422,-1543.7155268164008,-2125.1065038341376,-1867.0521589920788,-2078.4829140072825,↓,↓,↓,→,↑,↑,↓,↓,↓,↓,↓,↓
DOLOUSDT,-677.7819234072704,-475.70186689468386,-465.0923907460876,-484.930994117711,-3705.809948400748,-137.20583374644602,2467.1633628750305,26374.472610872694,12336693.07905601,7551947.945064554,5631292.756217634,1901002.0160338753,↓,↓,↓,↓,↓,↓,↑,↑,↑,↑,↑,↑
DOTUSDT,-510.32253214015276,-246.03979033332436,-221.60613191062987,311.1837787793665,1101.134172809036,1147.1937645004057,942.8462544675499,133.65599593066338,-276.5195596642836,-946.5983740940505,-960.5403125229253,-1381.0712518943158,↓,↓,↓,↑,↑,↑,↑,↑,↓,↓,↓,↓
DUSDT,-380.8123871527742,-303.5917506314702,-224.55418149916562,682.7191308177981,953.4380186829356,1087.9891077313464,810.1084271625684,-333.8112055200075,-889.8476804371228,-1984.447072738025,-2163.05387533675,-4280.965562878525,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
DUSKUSDT,-839.2034905366665,-684.8961216281051,-648.8844054118206,-49.762291689798964,-102.54883263214165,135.8706141197347,47.70642201834753,-206.44861980978897,-1073.4306929063193,-1969.738736255321,-2182.1921122671183,-3523.837522048615,↓,↓,↓,↓,↓,↑,↑,↓,↓,↓,↓,↓
DYDXUSDT,-689.7007578357443,-649.1343874703717,-639.1477627565554,121.96694500794116,266.19718493966644,419.58126980781907,207.51592356687968,-397.9479874096026,874.104111591075,306.7660666303026,25.303952098882316,-1732.8914295720433,↓,↓,↓,↑,↑,↑,↑,↓,↑,↑,↑,↓
DYMUSDT,-167.85441414614084,-230.55069930069934,-254.62555066079324,167.2694394213373,428.0756820601217,349.62622196664597,84.57800971747312,-1000.7408830228034,-2826.3448579583114,-3212.8984976181755,-3046.3615370951497,-4139.336772706187,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
EDUUSDT,-380.58976241693665,-279.70382171370574,-280.09535160905807,155.42265624223705,-272.28063960934895,-493.5169188349646,-484.33447816639796,-204.03469260625934,-761.6595018639654,-957.4098290103143,-912.0081978264981,-3681.1261080137087,↓,↓,↓,↑,↓,↓,↓,↓,↓,↓,↓,↓
EGLDUSDT,-483.1110610880289,-327.503309873878,-286.4306123592363,93.95643107418574,-347.50819964984305,-316.34356580695584,-445.63592030283957,-601.878574801908,-1238.2937442285527,-1496.4682139253273,-1426.5906998963035,-2301.3013773267785,↓,↓,↓,↑,↓,↓,↓,↓,↓,↓,↓,↓
EIGENUSDT,-112.23520337879359,203.56906807666846,270.65166744325313,745.0487991095677,2716.6294423160452,2605.6180914714528,2089.1925741553955,168.52699723693465,206.91188248021052,403.75196202651307,719.3920992176355,-1510.1918570849693,↓,↑,↑,↑,↑,↑,↑,↑,↑,↑,↑,↓
ENAUSDT,-1000.4576909526552,-952.2973710897888,-924.0651895638438,-520.2613886873054,858.5776821123545,1453.1731194389927,1476.6688883861148,194.4750232869647,11368.567682327688,10401.469787697333,9892.856523673854,445.10780037113807,↓,↓,↓,↓,↑,↑,↑,↑,↑,↑,↑,↑
ENJUSDT,-545.6992838236167,-401.9925453722087,-395.20488474357774,74.23137997665843,173.1943375840594,360.6363737034419,232.29346018034582,-296.0725075528707,-1236.5957935619426,-1659.1351189585514,-1733.2891026704253,-2732.3663436236457,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
ENSUSDT,-601.7155486886076,-516.5211558202639,-485.9822253472736,172.28910537286814,100.94610667145147,69.61632034039191,-181.1162913732111,-1013.9513044099596,1111.6696816893536,1538.0139417426021,2152.1386031402285,305.43315093700005,↓,↓,↓,↑,↑,↑,↓,↓,↑,↑,↑,↑
EPICUSDT,-316.11482145421985,-168.24433364645748,-130.6512222523535,240.75972342828857,-1259.0300667763881,-1352.8905301812222,-1577.6802037085408,-995.1226972085219,6902.795927668734,7079.982209703123,6547.2948975967765,-8577.041366476564,↓,↓,↓,↑,↓,↓,↓,↓,↑,↑,↑,↓
ERAUSDT,-617.1007310417863,-462.06300103116956,-411.04366786493154,20.718431463140146,-471.85532553422104,-483.2279550171333,-638.5471439343717,-1677.4753427077821,-6180.358948762592,-5074.416927145949,-4297.429881625253,744.2158256568035,↓,↓,↓,→,↓,↓,↓,↓,↓,↓,↓,↑
ETCUSDT,-745.7858010533262,-619.441571871769,-580.7637593068157,44.149060921266546,-209.2478709192087,-80.01786008037338,-289.80421130402544,-478.8645033858348,1948.3011631012832,1987.1590420589903,2056.259994144277,-16.013779459475185,↓,↓,↓,↑,↓,↓,↓,↓,↑,↑,↑,→
ETHFIUSDT,260.7044583173148,273.7261008737794,197.51685191080762,1218.8520670322857,3504.3629825068,3411.8371255300717,2733.3997225877542,635.8481432819293,1253.2362720639078,1195.6721070970116,1996.921893035781,886.9250639096003,↑,↑,↑,↑,↑,↑,↑,↑,↑,↑,↑,↑
ETHUSDT,-383.64361267887415,-243.1188539765492,-158.62219489626585,349.36237819841284,198.68630906874245,201.32503153012138,-19.1395947702288,114.2126906549104,7627.365928557984,8371.108051859994,8749.44909006421,3417.2071983508167,↓,↓,↓,↑,↑,↑,→,↑,↑,↑,↑,↑
FARMUSDT,-577.7400888161726,-465.5782428918525,-445.6702505526389,13.724333638317477,-62.83455010766619,8.625045738880484,-73.51974935505902,-352.2946037700112,-680.5217593489108,-826.9922960343546,-833.7618639494652,-1018.0078451231383,↓,↓,↓,→,↓,→,↓,↓,↓,↓,↓,↓
FETUSDT,-685.0595754698115,-548.9920992394573,-518.6020293122901,43.25400048737001,321.08701525738195,418.31409141230387,257.6112412177997,-597.8036657957294,-1719.5293034701076,-1603.0898340644687,-1411.2168981842767,-382.0046930207043,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
FIDAUSDT,-705.3081676850583,-596.954003928671,-493.80926746448955,324.35264073106697,215.89276459460623,282.21193135385556,64.96859134325717,-659.0825034587615,2383.062988696321,1576.4850723299473,1654.4180902052353,-2666.312839916223,↓,↓,↓,↑,↑,↑,↑,↓,↑,↑,↑,↓
FILUSDT,-276.2667633813851,-216.90527554422397,-253.61891043049027,160.23494670937438,871.1050641337266,948.4596640849361,792.5175048014399,-263.76452295129076,-727.9571685537948,-1232.201533406353,-1253.5057314214223,-2030.6014824147162,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
FIOUSDT,-640.6825337679666,-391.53903768175917,-346.78895266616973,37.76612329693166,-391.0450385766421,-99.16797549356666,-118.66100424681439,-109.43418295909385,1727.85482903732,1107.3849652412969,950.1193124834275,-1528.101418061908,↓,↓,↓,↑,↓,↓,↓,↓,↑,↑,↑,↓
FISUSDT,-925.5260079029723,-324.00167397193894,-178.8835384340997,683.0367310758326,-625.7355488926495,-347.2892957628186,-445.48533301881923,-481.1293414775504,-2357.855378078476,-3376.516143727578,-3620.3582350371344,-3592.484323745341,↓,↓,↓,↑,↓,↓,↓,↓,↓,↓,↓,↓
FLMUSDT,-351.57612571057984,62.34975961538443,195.46759513774407,1002.589151672068,1426.190708853112,1216.9268007678809,816.2194081753169,42.09234007103184,-1564.4481347250419,-1592.8655051305013,-1456.3327461787599,-1285.4061826024447,↓,↑,↑,↑,↑,↑,↑,↑,↓,↓,↓,↓
FLOKIUSDT,-928.6104482244904,-705.8409350125762,-622.0483355492183,230.3437838956007,330.70028925721834,476.78690277173513,242.05212001922825,-877.5603591316036,1042.5106529013246,824.4429675749423,1425.4099477223149,765.9359926895092,↓,↓,↓,↑,↑,↑,↑,↓,↑,↑,↑,↑
FLOWUSDT,-568.7810116339668,-438.0258996240359,-414.5698538221885,48.60050063391991,-249.07602960924225,269.4106641721229,262.44885739946045,364.3745415465441,669.4889067588875,13.789645230036227,-150.0025084031502,-1601.1957452366098,↓,↓,↓,↑,↓,↑,↑,↑,↑,→,↓,↓
FLUXUSDT,-828.4562392121824,-740.0407258654253,-698.9845282984746,31.506968967192623,141.694111195013,386.8816682832201,339.3647738209819,-356.3294257639286,-1329.9808329627915,-2289.4815975797565,-2306.3200999544997,-2837.6318898193363,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
FORMUSDT,-2662.533049708033,-2434.7040420614067,-2292.0912567059427,-2575.0514410116734,-3797.8951401641793,-3312.6534081853115,-2895.4599805206,-1310.6120765541987,510.9880199801394,2641.2854712595195,3517.5874310195645,11223.940194194849,↓,↓,↓,↓,↓,↓,↓,↓,↑,↑,↑,↑
FORTHUSDT,-526.4314615900341,-429.29042830003584,-428.6551442234651,-112.65635925724389,-634.8574587320633,-598.1543260690617,-695.0058677793727,-133.70565433058653,983.5740016890492,649.3014444707546,385.15586044332815,-1629.1474951305343,↓,↓,↓,↓,↓,↓,↓,↓,↑,↑,↑,↓
FTTUSDT,-435.25392234581784,-250.23736488460554,-212.87907371020754,125.40682248999524,-458.0507922997631,-466.6625551023047,-592.6079020579525,-946.3235711458307,-2322.1947247200696,-2396.4230571281505,-2016.890350683559,-3372.832812158572,↓,↓,↓,↑,↓,↓,↓,↓,↓,↓,↓,↓
FUNUSDT,321.1160618103923,548.6604968339014,517.9406272423009,149.1223767033173,-85.37206767806201,-216.22538766009444,-288.9264631722571,-33.36943851581,14521.563071380726,11340.072753811592,10324.255104094836,11087.875839794551,↑,↑,↑,↑,↓,↓,↓,↓,↑,↑,↑,↑
FXSUSDT,-956.5265474943254,-928.9116425969784,-864.8054307295167,-379.90476626527953,430.06852821452935,763.0961989315518,736.0810052902023,-327.331699752595,-580.2930949974004,-430.1084479775227,56.720239755665006,1967.159977573238,↓,↓,↓,↓,↑,↑,↑,↓,↓,↓,↑,↑
GALAUSDT,-722.7209017574813,-591.5461562038488,-546.5107133627689,142.46991806234854,417.1838724072398,575.5941984964692,371.8321313671311,-146.92666616958522,-248.78955525038887,-723.8536131046949,-731.7778098911733,-1740.5670397908316,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
GASUSDT,-378.12576249359165,-298.1442719466286,-278.6773225586008,64.52392703538307,-69.78167622019349,-77.08594262539425,-238.242192321934,-151.45430554758755,687.994728589382,277.6089782543472,58.88915305693229,-812.7234120558502,↓,↓,↓,↑,↓,↓,↓,↓,↑,↑,↑,↓
GHSTUSDT,-661.5317290930493,-431.92340067339876,-394.88720531595,305.08375564090653,271.3799397461236,432.5855175477558,238.3565251744871,-335.1502127599025,759.822296667241,-244.24909196188756,-480.4129719828481,-1590.020965400885,↓,↓,↓,↑,↑,↑,↑,↓,↑,↓,↓,↓
GLMRUSDT,-662.2837812999487,-538.3820016401042,-523.1509320505116,-147.8689753968335,-819.7362443188028,-720.0325898767697,-774.7481531229007,-644.4895391186454,-1633.700357161458,-1624.9386352479135,-1580.5278592375366,-2910.5987808360323,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓
GLMUSDT,-247.92429056692566,-164.09650097336632,-155.34075935277386,87.02234402280659,163.60424040802715,208.08193160473775,123.77041670484181,-421.2260988710156,-216.155901487783,-618.8315100558935,-735.5719099935004,-1211.1846089346438,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
GMTUSDT,-782.943621120496,-646.9831683721969,-610.2441876152361,-5.063524212850821,34.65233016145585,369.19768205986134,365.1899942715304,-337.2722421285369,-1954.2966084659233,-2359.984036184647,-2330.5504457336915,-2321.380257653646,↓,↓,↓,→,↑,↑,↑,↓,↓,↓,↓,↓
GMXUSDT,-169.37062038858514,-55.34297866749694,-34.59019856358406,286.4788146701746,142.98195673930877,83.36106489184654,-14.320948365024663,-467.08002192381474,-450.5465227944711,45.25851466802045,-206.99359556028983,-1234.0345903936804,↓,↓,↓,↑,↑,↑,→,↓,↓,↑,↓,↓
GNOUSDT,-68.38569294600329,33.55391767460788,65.94616690511639,393.20776775318575,1140.4142008860745,1034.154093582332,807.9164173330661,96.57349110421323,855.636092311363,584.699241557233,666.5020235174144,-1385.7312165688052,↓,↑,↑,↑,↑,↑,↑,↑,↑,↑,↑,↓
GNSUSDT,-829.3570402511893,-659.574688045984,-622.4749364058044,160.72406537341897,343.244228184905,754.0360003208167,716.2840186753011,601.1774175728783,8446.829979755987,6295.791478397251,5342.949276625413,1834.2672732652784,↓,↓,↓,↑,↑,↑,↑,↑,↑,↑,↑,↑
GPSUSDT,-322.6925221610218,-128.36684722119006,-36.88930210239104,-0.7231320294441507,2289.3436352573913,2410.9223355880836,1985.8792872737506,-1172.40945856439,-4480.321157076707,-4341.180264430828,-3801.7748879711803,-9725.65063347327,↓,↓,↓,→,↑,↑,↑,↓,↓,↓,↓,↓
GRTUSDT,-753.5307762962409,-646.7215158314625,-623.3464282850935,92.30406207274753,562.1582471823772,803.2128514056221,747.3924308523602,-125.03751125337563,-497.5521046799023,-1079.7818912326009,-920.5477317438987,-1839.007011988238,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
GTCUSDT,-633.1210977964273,-410.496590674288,-348.139922265408,61.73418647852571,632.3820177107862,818.7046004842588,739.2271170142404,187.8644351131361,2561.019834491615,1653.3492009520583,1025.2292043097084,-2187.6207538553417,↓,↓,↓,↑,↑,↑,↑,↑,↑,↑,↑,↓
GUNUSDT,-265.09660445256293,-459.43136188922927,-483.8412527826823,395.33337528626055,1101.69976496034,934.688203790909,587.3302787002417,-1282.670209886568,-4211.403366994142,-4818.370669810791,-4931.231117381976,-8108.5670926325165,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
GUSDT,-708.6822300365535,-584.8703442764303,-549.7050322013548,-54.04417225580159,-324.0422310884676,-65.54567848345309,-52.1822443497723,-381.91915766534544,-1654.2382063844111,-2068.395669623284,-2021.50016165535,-2655.9867939747514,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓
HAEDALUSDT,-534.7298407734669,-360.7839172269693,-348.0918508100514,149.44913105610019,936.6748537039771,684.3974861098438,612.5285991485414,130.5523593127166,2289.954464266188,8124.921973047028,11977.006839737545,28663.852814337206,↓,↓,↓,↑,↑,↑,↑,↑,↑,↑,↑,↑
HBARUSDT,-471.4368059929759,-331.3348220724848,-274.45414541231787,317.1358927902258,458.1297118716546,317.25911538895923,119.11453687175964,-621.951920148029,3286.1575417496797,2793.326164383748,2914.6718931256537,-296.63068737241434,↓,↓,↓,↑,↑,↑,↑,↓,↑,↑,↑,↓
HEIUSDT,-725.3367394114092,-567.2452795871279,-515.896984091663,-11.718933819900505,-269.310559710335,-109.60790621807443,-204.22110552763786,-546.1011362650704,3353.3404858312756,3210.368746643913,2790.7518083787713,-220.49268683783407,↓,↓,↓,→,↓,↓,↓,↓,↑,↑,↑,↓
HFTUSDT,-634.8645749418224,-421.0187149262942,-440.6984003961349,-127.04200384801084,1246.9173164699407,1538.583125217336,1383.7560160594473,169.84463823788985,3985.8413620446563,2783.264499910218,2273.0930620221875,-1373.5190343546901,↓,↓,↓,↓,↑,↑,↑,↑,↑,↑,↑,↓
HIGHUSDT,-420.511225082808,-223.99004488689488,-197.59173902168789,410.8502144752169,397.70676262108225,368.2575019711502,147.97450736209552,-514.3274406114924,-713.8026994957067,-1356.5224195946482,-1067.4612170871535,-2327.820028718821,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
HIVEUSDT,-549.4359319908178,-449.34193302710696,-410.71019035241926,-15.128300243536067,18.61716823458674,127.42450282347096,73.96420834878406,-440.6977688640641,-1596.336615531121,-1741.1671690467965,-1657.0469426696122,-2086.749958446451,↓,↓,↓,→,→,↑,↑,↓,↓,↓,↓,↓
HMSTRUSDT,-568.5413030010553,-539.6877567789653,-550.4490227152667,65.48235336857316,324.830711520829,454.8189572788734,318.98819184061955,-333.7580999376398,-6499.082878760817,-6842.248137772276,-6937.004301653448,-4302.876978633239,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
HOLOUSDT,-715.0827792547364,-1094.8143989091386,-1265.0787067924077,18275.564690637148,5679346.7457668325,5850240.639740566,4639328.735497824,1480808.0676157249,1298364.8823818385,354872.8463935173,267274.9675624714,84987.25578672651,↓,↓,↓,↑,↑,↑,↑,↑,↑,↑,↑,↑
HOMEUSDT,-543.5055150892975,-417.69706336939663,-453.16598940383716,-90.86180945196848,319.31254745918983,233.4108030133014,83.57592759222754,-699.1382540277261,-7650.621810862377,-2685.6386414185085,-1084.0565166322663,15950.733837236465,↓,↓,↓,↓,↑,↑,↑,↓,↓,↓,↓,↑
HOOKUSDT,-848.927774075439,-623.9539973393971,-616.4761937644589,186.0409433736386,-489.3283950341414,73.99999999999875,-20.536789179236248,1.7422649444261629,-1016.8010093139179,-1876.1805211714443,-2079.669810635237,-3274.3730150872416,↓,↓,↓,↑,↓,↑,→,→,↓,↓,↓,↓
HOTUSDT,-510.01372983969117,-415.65038094998545,-403.98942076679447,37.333918963433995,105.48873848934663,216.41732386616698,132.9726355217979,-281.67487484503886,-658.6499404038722,-1071.3957337256356,-1035.9810664891659,-2532.670752802136,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
HUMAUSDT,-649.583691424733,-463.74437460311765,-419.01656353058803,43.63826492649854,534.263440687113,824.2546309011564,623.2641529066173,-1784.7005377859737,-2617.5280247901896,5617.068161105594,9894.812861933155,38260.13227666628,↓,↓,↓,↑,↑,↑,↑,↓,↓,↑,↑,↑
HYPERUSDT,-927.1746809706706,-668.5160346299233,-662.6034170460666,-25.27834287344191,149.4817250311725,351.71356991705767,289.0173410404635,-1079.892874626838,12532.98398270526,11667.133974369544,11508.420441347265,22722.666624370628,↓,↓,↓,↓,↑,↑,↑,↓,↑,↑,↑,↑
ICPUSDT,-634.5326451582108,-515.0579383600211,-507.50605326876376,-110.47982799157342,-250.27008333341314,-211.44485637184437,-314.3535939792085,-759.9333497777491,-700.3016258059862,-252.00885281478426,-151.3565921297639,-1686.3451276386054,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓
ICXUSDT,-586.6278196542138,-510.41165809816107,-484.3330216265162,10.206298599918536,80.77420295053798,255.59353635798536,200.08027912433874,-157.3791065319907,-241.20527671607755,1048.535088274379,1283.8747540304485,537.1990215600692,↓,↓,↓,→,↑,↑,↑,↓,↓,↑,↑,↑
IDEXUSDT,-593.0603025646509,-479.9608825446924,-448.0395678483595,-109.31416243288594,-4.794873879437558,993.5144371735378,1028.4999456107898,617.1133032061922,1550.8439658947507,715.3222701560746,673.1945184859985,-2258.4789040865116,↓,↓,↓,↓,→,↑,↑,↑,↑,↑,↑,↓
IDUSDT,-644.6299491054805,-544.4236649152499,-516.7499493148549,-113.94764111915272,-422.18991692682897,-167.2310965924425,-78.9508576112246,-171.12788102003424,-1312.7403038747498,-1869.839548468194,-1871.8321131102343,-2873.3031071164896,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓
ILVUSDT,-702.428870416947,-588.5468494206019,-566.0669574869004,28.61616304578477,398.904675613992,505.13653983208576,390.1383606195899,-1081.4028169244566,1268.6342412914996,820.1380430369468,808.5266878064456,-2255.849355709719,↓,↓,↓,↑,↑,↑,↑,↓,↑,↑,↑,↓
IMXUSDT,900.4710990429676,1250.2513371134444,1200.0130684788285,1553.8710783676077,3025.217191726953,2250.1295886150488,1655.859794731187,34.38102262723296,510.10069848278226,-716.95811305409,-769.6873763355766,-2085.0526073927977,↑,↑,↑,↑,↑,↑,↑,↑,↑,↓,↓,↓
INITUSDT,-718.2352999606059,-600.8854324036731,-607.7779949188972,95.79147454045388,545.8871301480739,585.5683775777187,363.89443385716925,-1127.432474754743,-5390.398076907147,-5674.140977356209,-5473.521333613076,-1006.9588057461308,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
INJUSDT,-560.9687715535588,-483.83175297835913,-475.59239722012984,100.19040493422106,575.5655173534759,602.7852837247968,441.49847322559054,-408.91135590889496,841.353552964548,1315.7411000592308,1703.0165578159344,-179.10012092906854,↓,↓,↓,↑,↑,↑,↑,↓,↑,↑,↑,↓
IOSTUSDT,-401.11126209028816,-321.8241327917226,-299.3980356954289,44.46845401119962,-35.91446928271693,-145.05999078751793,-303.4823578200416,-639.9184670619555,-1036.0621245623956,-1056.7950663523936,-1013.3188143019305,-1926.591332722306,↓,↓,↓,↑,↓,↓,↓,↓,↓,↓,↓,↓
IOTAUSDT,-672.9190961108922,-531.5711075765606,-499.4777035181457,32.74199515266548,-187.6662392263736,-44.544003295741526,-133.2720118554857,-456.1736653575582,-61.146293963382526,-657.272521529905,-662.8360943510249,-1047.4849695429473,↓,↓,↓,↑,↓,↓,↓,↓,↓,↓,↓,↓
IOTXUSDT,-581.5945201819382,-433.69182073231957,-388.7093982576597,144.74384523028525,-438.49599795098936,-387.19915366305156,-440.93677013286634,-512.1292557325394,2833.887416978854,3660.837243312412,3956.5991102323283,1049.342618906344,↓,↓,↓,↑,↓,↓,↓,↓,↑,↑,↑,↑
IOUSDT,-569.3057173151841,-442.37307560071866,-418.01823857029046,552.8320056027302,837.5435079478993,926.5406877766458,689.8404701931171,-452.90382397015793,-2855.573077195672,-3308.612704014116,-3152.8388236893384,-4054.7524529997745,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
